GO:0050832	defense response to fungus	P	896	1036	278	0.322223405951	0.322223405951	8.14415975148e-72	5.18699145156e-97
GO:0051788	response to misfolded protein	P	315	141	105	0.322223405951	0.322223405951	3.58998099755e-49	5.46079924894e-81
GO:0006598	polyamine catabolic process	P	100	14	20	0.322223405951	0.322223405951	0.800236319091	1.35589531974e-31
GO:0006595	polyamine metabolic process	P	118	14	20	0.322223405951	0.322223405951	0.0301549012215	0.0
GO:0046658	anchored to plasma membrane	C	81	34	23	0.322223405951	0.322223405951	0.477844635787	5.39950867955e-36
GO:0022884	macromolecule transmembrane transporter activity	M	64	13	15	0.322223405951	0.322223405951	1.88705936385e-13	1.6038120569e-43
GO:0007623	circadian rhythm	P	198	98	63	0.322223405951	0.322223405951	6.73452496363e-38	1.03950605136e-70
GO:0006629	lipid metabolic process	P	2296	8717	1053	0.322223405951	0.322223405951	9.11831925886e-81	2.18355000356e-110
GO:0006625	protein targeting to peroxisome	P	161	29	31	0.322223405951	0.322223405951	5.71142060227e-12	4.36176178588e-33
GO:0006626	protein targeting to mitochondrion	P	128	24	24	0.322223405951	0.322223405951	3.81778567957e-21	1.48443792152e-45
GO:0006623	protein targeting to vacuole	P	189	24	37	0.322223405951	0.322223405951	4.52213523606e-05	0.0831989669294
GO:0000287	magnesium ion binding	M	126	6	12	0.322223405951	0.322223405951	0.322223405951	0.322223405951
GO:0000280	nuclear division	P	162	141	39	0.322223405951	0.322223405951	1.16747107379e-14	1.13633202518e-62
GO:0006974	response to DNA damage stimulus	P	418	102	84	0.322223405951	0.322223405951	9.80296811538e-45	1.59244883217e-75
GO:0006970	response to osmotic stress	P	1495	1546	617	0.322223405951	0.322223405951	6.29494309325e-78	1.86574221633e-108
GO:0006972	hyperosmotic response	P	552	228	156	0.322223405951	0.322223405951	8.64159561123e-48	1.27181041422e-78
GO:0006979	response to oxidative stress	P	1179	894	389	0.322223405951	0.322223405951	5.09022572178e-70	3.50310523764e-100
GO:0051273	beta-glucan metabolic process	P	362	227	112	0.322223405951	0.322223405951	3.67584336635e-43	1.8331582153e-78
