GO:0031109	microtubule polymerization or depolymerization	P	6	6	4	0.322223405951	0.322223405951	7.20535104313e-15	3.20144012172e-20
GO:0050832	defense response to fungus	P	417	2711	381	0.322223405951	0.322223405951	1.05775919162e-73	1.04070269235e-110
GO:0051788	response to misfolded protein	P	173	1380	150	0.322223405951	0.322223405951	2.03220551714e-34	2.00292791177e-87
GO:0006598	polyamine catabolic process	P	61	73	47	0.322223405951	0.322223405951	3.41470894388e-26	2.63345233947e-58
GO:0006595	polyamine metabolic process	P	71	76	52	0.322223405951	0.322223405951	8.06480328207e-24	2.92019189603e-60
GO:0046658	anchored to plasma membrane	C	50	124	40	0.322223405951	0.322223405951	2.40315951963e-25	1.4166349798e-60
GO:0022884	macromolecule transmembrane transporter activity	M	37	49	27	0.322223405951	0.322223405951	1.93160649468e-39	3.93273468795e-61
GO:0007623	circadian rhythm	P	104	102	67	0.322223405951	0.322223405951	6.22971739704e-23	2.75568776453e-61
GO:0006625	protein targeting to peroxisome	P	105	160	80	0.322223405951	0.322223405951	9.53970547933e-34	8.37610065111e-63
GO:0006626	protein targeting to mitochondrion	P	96	499	78	0.322223405951	0.322223405951	6.07817533974e-09	5.96291767194e-76
GO:0006623	protein targeting to vacuole	P	128	288	107	0.322223405951	0.322223405951	1.29037947658e-33	1.12812106135e-68
GO:0000287	magnesium ion binding	M	77	51	46	0.322223405951	0.322223405951	2.29485186726e-25	1.04434150108e-54
GO:0000280	nuclear division	P	82	336	60	0.322223405951	0.322223405951	7.04848688461e-55	1.2277055348e-75
GO:0006974	response to DNA damage stimulus	P	245	1150	224	0.322223405951	0.322223405951	1.06658819047e-60	1.88704905648e-95
GO:0006970	response to osmotic stress	P	840	7827	814	0.322223405951	0.322223405951	1.03960049451e-89	5.37592050042e-129
GO:0006972	hyperosmotic response	P	289	1018	255	0.322223405951	0.322223405951	6.19553206487e-71	2.29924886879e-103
GO:0048038	quinone binding	M	8	5	6	0.322223405951	0.322223405951	0.00423869968887	3.32025688665e-24
GO:0006979	response to oxidative stress	P	514	3135	486	0.322223405951	0.322223405951	4.42756600261e-82	8.10022382105e-119
GO:0051273	beta-glucan metabolic process	P	193	727	162	0.322223405951	0.322223405951	4.53461653685e-57	1.33615616224e-88
GO:0051276	chromosome organization	P	545	9557	528	0.322223405951	0.322223405951	2.28475904469e-89	8.08573424622e-115
GO:0051274	beta-glucan biosynthetic process	P	117	343	93	0.322223405951	0.322223405951	3.08371558009e-51	1.47047600506e-80
GO:0044712	single-organism catabolic process	P	363	1294	334	0.322223405951	0.322223405951	1.71776176611e-69	7.38576821277e-104
GO:0033043	regulation of organelle organization	P	243	1225	221	0.322223405951	0.322223405951	3.66835435962e-62	4.70184052943e-97
GO:0051667	establishment of plastid localization	P	91	1611	77	0.322223405951	0.322223405951	1.65196534805e-70	8.43076134036e-91
GO:0006364	rRNA processing	P	210	5631	195	0.322223405951	0.322223405951	2.17919580349e-87	5.83004668477e-105
GO:0006366	transcription from RNA polymerase II promoter	P	39	55	31	0.322223405951	0.322223405951	0.0270701211716	3.3337646086e-50
GO:0035383	thioester metabolic process	P	129	700	115	0.322223405951	0.322223405951	1.43952765024e-43	2.74150564462e-85
GO:0035384	thioester biosynthetic process	P	8	5	6	0.322223405951	0.322223405951	1.12562170592e-06	6.51038139831e-36
GO:0017016	Ras GTPase binding	M	18	4	7	0.322223405951	0.322223405951	0.00191735286375	0.322223405951
GO:0042545	cell wall modification	P	334	2325	304	0.322223405951	0.322223405951	2.62222524509e-85	1.14206009066e-108
GO:0052866	phosphatidylinositol phosphate phosphatase activity	M	11	5	7	0.322223405951	0.322223405951	2.98023826738e-07	0.322223405951
GO:0042547	cell wall modification involved in multidimensional cell growth	P	13	15	11	0.322223405951	0.322223405951	2.77278678948e-18	5.02781939007e-36
GO:0052315	phytoalexin biosynthetic process	P	27	20	19	0.322223405951	0.322223405951	0.012955368241	4.71058033271e-38
GO:0052314	phytoalexin metabolic process	P	27	20	19	0.322223405951	0.322223405951	0.00312418731058	5.77517629052e-38
GO:0052317	camalexin metabolic process	P	26	20	19	0.322223405951	0.322223405951	1.46887535038e-05	2.38148010961e-39
GO:0009814	defense response, incompatible interaction	P	613	5598	586	0.322223405951	0.322223405951	6.99037142959e-83	7.31116345484e-119
GO:0009812	flavonoid metabolic process	P	89	179	70	0.322223405951	0.322223405951	2.46503141693e-41	7.6238200251e-73
