GO:0050832	defense response to fungus	P	328	249	158	nan	nan	nan	4.26653633023	nan	nan	nan	-1.61321065397	-0.944990492609	nan	nan	nan	-2.95320573316	1.47692586484	-2.58492837158	nan	-0.64477399838	-1.66758117102	-0.531291451589	5.9653810595	-1.36847139985	-0.141421356237	nan	nan	-2.96174506791	-1.21529748952	-0.537821470984	nan	nan	-1.71527959243	-0.439524536496	-1.1415201127	-0.400296625921	nan	nan	-1.36217704205	-0.355222416663	-1.02979756432	-0.200744881535	nan	-0.699244430801	-3.54248604356	-0.863748413966	-1.24884385495	-0.416181494706	5.95314795217	-0.343697937514	-2.60340010232	-0.575043784059	-1.10823273615	-0.383717687635	-0.218963936481	-2.05919835971	-0.274410649974	-0.994639476249	-0.20203050891	5.20348607638	nan	-1.13735986239	-0.141421356237	-0.885925559312	-0.141421356237	nan	-0.141421356237	-0.141421356237	nan	-1.07676156263	-0.701606263703	-0.36514837167	-0.141421356237	-0.512061869172	nan	nan	nan	nan	nan	0.878872574918	-2.67786379003	-0.952402989819	-0.541700670555	-0.802363372948	-0.274410649974	-2.08360643876	-0.598837671976	nan	-0.533218238326	nan	nan	nan	-0.410276362014	nan	nan	5.72475787922	6.98191386588	7.06893466926	-0.514517609092	1.67053734925	-0.469270132714	-0.867853492421	-0.282497009295	6.52070148825	-0.291729982996	-0.394124070185	0.965523314136	-0.226886199097	-0.818087803022	-0.191273013919	5.59168556716	-0.191273013919	nan	-0.865033051672	nan	6.99396174134	nan	nan	-0.758074454714	nan	6.11420541472	nan	-0.348614432589	nan	-0.302020224846	-0.141421356237	-0.329536586414	-0.230778936577	7.07106781187	-0.191273013919	nan	-0.234888087806	nan	-0.36514837167	nan	-0.141421356237	-0.141421356237	nan	nan	nan	nan	-0.241051454508	nan	-0.141421356237	nan	nan	-0.459055233406	-0.141421356237	-0.331970001103	-0.141421356237	nan	-0.382415911789	-0.141421356237	nan	-0.347845427282	-0.199918417292	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	-0.141421356237	nan	nan	-0.141421356237	nan	nan	nan	nan	-0.300941917545	nan	-0.141421356237	nan	-0.25	nan	nan	-0.343102829429	-0.218064334598	-0.141421356237	nan	nan	-0.240707112822	nan	nan	-0.230428611793	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.07106781187	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GO:0007623	circadian rhythm	P	132	79	55	nan	nan	nan	2.37044950461	nan	nan	nan	-1.84430962077	-0.8125	nan	nan	nan	-3.28060423675	-1.7946490788	-1.58647598888	nan	-0.604044666012	-1.26954635527	-0.261602282463	5.90531641838	-0.329690236698	nan	nan	nan	-3.51013584112	-1.16075699094	-0.261602282463	nan	nan	-2.76157625073	-0.643465662759	-1.01843686864	-0.302020224846	nan	nan	-1.44645389288	-0.298274993136	-0.6257260557	-0.141421356237	nan	-1.00720744638	-3.73571045808	-0.928812370397	-0.991654228309	-0.403567156136	5.93102193066	-0.191273013919	-1.76184669176	-0.373898763446	-0.721335707734	-0.20203050891	-0.321019368753	-1.7469938764	-0.25	-0.630775700297	nan	-0.46736499027	-0.141421356237	-0.532500748337	-0.20203050891	-0.329690236698	nan	nan	-0.275589127305	-0.141421356237	nan	-1.23231840279	-0.509978453865	-0.20203050891	-0.141421356237	-0.329690236698	-0.141421356237	nan	nan	nan	nan	-2.289453105	-1.88015583725	-0.345705358827	-0.339144528788	-0.562253530232	-0.141421356237	-0.818317088385	-0.141421356237	nan	-0.234888087806	nan	-0.141421356237	nan	nan	nan	nan	4.71906373237	6.97004918484	7.07106781187	-0.822636662753	3.29051904129	-0.405168080016	-1.1703367646	-0.441941738242	6.87820528789	-0.191273013919	-0.423956873989	-0.784719132239	-0.199918417292	-0.746690493839	nan	-0.309359216769	nan	-0.141421356237	-0.773205693009	-0.141421356237	7.07106781187	nan	-0.141421356237	-0.432852652838	nan	nan	nan	-0.263286233147	nan	-0.345705358827	nan	-0.323017534633	-0.191273013919	7.07106781187	-0.20203050891	nan	-0.390900106561	-0.410791918129	-0.36514837167	nan	nan	-0.141421356237	nan	nan	nan	nan	-0.195763513693	nan	-0.141421356237	nan	nan	-0.521462143878	nan	-0.234888087806	nan	nan	-0.311085508419	nan	nan	-0.291729982996	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.20203050891	-0.141421356237	-0.291729982996	nan	nan	nan	nan	-0.398862017609	-0.141421356237	nan	nan	nan	-0.141421356237	nan	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.07106781187	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GO:0006629	lipid metabolic process	P	1654	1019	589	nan	nan	nan	3.38477019666	nan	nan	nan	-1.54090495297	nan	nan	nan	nan	-3.98047557378	0.986601696395	-3.18861228614	nan	-0.36514837167	-1.55961561177	nan	6.51694328583	-0.775967869654	nan	nan	nan	-2.71664642334	-0.536248713856	nan	nan	nan	-1.73547810907	-0.383717687635	-0.549753043326	nan	nan	nan	-1.44282573475	-0.20203050891	-0.47050933084	nan	nan	-0.441941738242	-3.28969301912	-0.440124106717	-0.366557133583	nan	6.14087375944	-0.141421356237	-2.06026863974	-0.141421356237	-0.323187176187	nan	-0.141421356237	-1.85340994373	-0.20203050891	-0.378053218094	nan	6.18666095054	nan	-1.26033214992	nan	-0.338917194702	nan	nan	nan	nan	nan	-1.21091179225	-0.447529610328	nan	nan	nan	nan	nan	nan	nan	nan	5.56137682815	-2.27492888033	-0.840740441028	-0.141421356237	-0.352905262843	nan	-1.51824016474	-0.346003337931	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	4.02889062835	6.78724025633	nan	-0.447296270643	2.25685139746	-0.147997999408	-0.520586187974	-0.141421356237	5.08348884682	nan	-0.186809188612	4.19368666241	nan	-0.501248904061	nan	7.03233880467	nan	nan	-0.425272398539	nan	5.30366825363	nan	nan	-0.40735499351	nan	-0.141421356237	nan	-0.141421356237	nan	nan	nan	-0.177195020842	nan	7.07106781187	nan	nan	-0.141421356237	-0.141421356237	-0.20203050891	nan	nan	nan	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	-0.37513115295	nan	-0.172311379199	nan	nan	-0.147558953701	nan	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.162247888256	nan	-0.226213854326	nan	-0.141421356237	nan	nan	7.03430548182	nan	nan	nan	nan	nan	nan	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GO:0006974	response to DNA damage stimulus	P	312	27	33	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.08637614457	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.946482785369	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GO:0006970	response to osmotic stress	P	784	787	405	nan	nan	nan	5.0210978076	nan	nan	nan	-4.1759510647	-0.981889388821	nan	nan	nan	-6.25798482474	-4.6742989259	-4.44453081644	nan	-0.854642220527	-3.74357193018	-0.458569483234	6.96983054679	-1.60471408548	nan	nan	nan	-5.78473451496	-1.11917933842	-0.469641240617	nan	nan	-4.77226381744	-1.15012771826	-1.02679728293	-0.522761276518	nan	nan	-3.34004602685	-0.453133760045	-0.828296194027	-0.20203050891	nan	-1.05613673143	-5.89564153794	-1.81416066256	-1.10511471787	-0.562253530232	6.78990343982	-0.441941738242	-4.08023359962	-0.509894988799	-0.983764678908	-0.25	-0.443398175174	-3.68596132777	-0.703736912374	-0.924004367227	-0.20203050891	3.9801007874	-0.172311379199	-1.94886674281	-0.25	-0.683070759301	nan	nan	-0.441941738242	-0.160449890424	nan	-3.78902289176	-1.50300342657	-0.459619407771	-0.25	-0.350667192185	-0.141421356237	nan	-0.141421356237	nan	nan	-2.58122720429	-4.02330670461	-1.72098168046	-0.46085630046	-1.11994338967	-0.275589127305	-2.42287597144	-0.82414184679	nan	-0.412217823983	nan	nan	nan	-0.20203050891	nan	nan	6.52953871791	7.04448701036	7.06965868551	-1.18058758453	6.0387334875	-0.606402207366	-1.17370165912	-0.493864798325	7.03914473083	-0.234888087806	-0.566564950771	3.36615741862	-0.201973670641	-0.984631492366	-0.234888087806	6.91793475776	nan	-0.459619407771	-0.906922762311	-0.20203050891	7.06957041021	nan	nan	-0.652939622069	nan	7.01800794416	nan	-0.45628278505	nan	-0.456804684993	nan	-0.582270700186	-0.154197018636	7.07106781187	-0.141421356237	-0.141421356237	-1.14725558301	-0.400296625921	-0.533744996164	-0.141421356237	nan	nan	nan	-0.20203050891	nan	nan	-0.176879223218	nan	-0.141421356237	nan	nan	-1.05613673143	-0.25	-0.538016029164	-0.20203050891	nan	-0.474201605431	-0.20203050891	nan	-0.430269867165	-0.185110059872	nan	nan	nan	-0.141421356237	nan	nan	nan	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	-0.20203050891	-0.412217823983	nan	-0.53215653539	nan	-0.378810979048	nan	nan	0.939661635335	-0.185110059872	nan	nan	nan	-0.141421356237	nan	nan	-0.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.07106781187	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GO:0006972	hyperosmotic response	P	241	70	66	nan	nan	nan	1.18221580641	nan	nan	nan	-1.42588403281	-0.329690236698	nan	nan	nan	-2.52896157761	-1.86691987235	-0.828325086533	nan	-0.311085508419	-0.90425446827	nan	2.36326893756	-0.141421356237	nan	nan	nan	-2.54835497279	-0.532461703035	-0.141421356237	nan	nan	-1.66202863693	-0.36514837167	-0.458068655131	nan	nan	nan	-0.808736084303	nan	-0.312805623545	nan	nan	-0.32232918561	-2.78769862085	-0.420698033856	-0.524028426732	nan	2.6881833745	-0.141421356237	-1.07295485115	nan	-0.274410649974	nan	nan	-0.559600215185	nan	nan	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.487713110004	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	-1.71168118842	-1.16695526258	-0.141421356237	nan	-0.20203050891	nan	-0.398862017609	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.21378692398	6.79614913172	7.07106781187	-0.381473810017	4.06268769876	nan	-0.441170655416	nan	6.81387437705	nan	nan	-0.301233634359	nan	-0.282497009295	nan	-0.141421356237	nan	nan	-0.20203050891	nan	7.07106781187	nan	nan	nan	nan	nan	nan	nan	nan	-0.141421356237	nan	nan	nan	7.07106781187	nan	nan	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.234888087806	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GO:0006979	response to oxidative stress	P	593	163	144	nan	nan	nan	1.47484711544	nan	nan	nan	-1.42391509493	nan	nan	nan	nan	-3.20450298152	-0.957126812419	-0.768594327377	nan	nan	-0.855694504744	nan	5.75832474831	-0.141421356237	nan	nan	nan	-2.70682608224	-0.141421356237	nan	nan	nan	-1.03550631315	nan	-0.141421356237	nan	nan	nan	-0.676123403783	nan	nan	nan	nan	-0.141421356237	-2.60304433029	-0.247833249983	-0.141421356237	nan	6.1067240979	nan	-1.09819876022	nan	nan	nan	nan	-0.676123403783	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.487177351846	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	0.523876920561	-1.31614919509	nan	nan	nan	nan	-0.522945344945	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.04021161959	7.07106781187	nan	nan	6.81363188377	nan	-0.182412113734	nan	7.07106781187	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.07106781187	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.07106781187	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GO:0051276	chromosome organization	P	686	198	185	nan	nan	nan	1.63366049447	nan	nan	nan	-0.595160275318	-0.141421356237	nan	nan	nan	-2.01132331492	-2.03728444361	-0.753594987646	nan	nan	-0.434977411376	nan	5.2441957771	nan	nan	nan	nan	-1.65959081988	-0.342774442935	-0.141421356237	nan	nan	-0.688144066572	nan	-0.318142381488	nan	nan	nan	-0.883950272633	nan	-0.280566991813	nan	nan	nan	-1.48667572949	-0.141421356237	-0.239674603794	nan	1.58761203668	nan	-0.796115510421	nan	-0.234888087806	nan	nan	-0.339226765776	nan	nan	nan	6.66700679404	nan	-0.20203050891	nan	nan	nan	nan	nan	nan	nan	-0.257399333645	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	3.16134646916	-1.01331757964	-0.25	nan	-0.141421356237	nan	-0.746090491927	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.12446247012	6.74059332723	7.07106781187	nan	2.28963712166	nan	-0.237623831294	nan	5.78770716389	nan	nan	5.25090211374	nan	-0.234888087806	nan	6.99962646975	nan	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	7.07106781187	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.49403476482	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GO:0044712	single-organism catabolic process	P	426	54	57	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.02633853407	-0.573340889419	nan	nan	nan	nan	nan	-0.628464141573	nan	nan	nan	nan	-1.00796722971	nan	nan	nan	nan	-0.50755432851	nan	nan	nan	nan	nan	-0.329690236698	nan	nan	nan	nan	nan	-1.42791125964	nan	nan	nan	2.25706438159	nan	-0.632096203408	nan	nan	nan	nan	-0.20203050891	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.559238182988	-0.576396978968	nan	nan	nan	nan	-0.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.98205154741	nan	nan	nan	2.61835202352	nan	nan	nan	nan	nan	nan	3.09521470125	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.141421356237	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GO:0044710	single-organism metabolic process	P	4559	8769	2440	nan	nan	nan	6.88764010104	nan	nan	nan	-5.74950329034	-1.71417352293	nan	nan	nan	-6.8038531076	3.46868611414	-6.73492135733	nan	-1.31923330251	-6.13345823359	-1.10247735603	7.06729307508	-5.1413578087	-0.720427250749	nan	nan	-6.61776868589	-2.15398314334	-0.760454506743	nan	nan	-6.17981169531	-2.12334219986	-2.13928831679	-1.35548376327	nan	nan	-5.88494838212	-0.885746629146	-2.02598295711	-0.519834029698	nan	-2.19203885023	-6.71623992107	-4.62881557003	-2.13074498643	-1.54129214115	7.0036138609	-0.786775121904	-6.26794987209	-1.20183098906	-2.09312845044	-0.636014679615	-1.23213219491	-5.83885868854	-1.32635493251	-2.37931590079	-0.996343680628	6.88304120071	-0.541154599132	-5.28436690968	-0.915290123778	-2.15423332599	-0.493072558111	nan	-1.12618788836	-0.401985361907	-0.141421356237	-5.41778680311	-4.40349643778	-1.39147690301	-0.953865728481	-1.0952723597	-0.816851110022	-0.339772455193	-0.484257253824	-0.389596861237	-0.141421356237	6.81609820787	-6.38724392503	-4.63541447907	-1.16281114115	-4.00892854056	-1.01593413643	-5.67258420794	-3.48556795393	-0.607691321598	-1.16554813111	-0.421449751961	-0.518252643142	-0.660965877775	-1.05416352385	-0.40544242704	nan	6.89184367499	7.0695117874	7.07106075414	-2.54671047605	6.90282284628	-1.53625616813	-2.64490769681	-1.54617292015	7.06886807102	-0.563025874617	-1.34146801588	6.41800277154	-0.61798488106	-2.14774096994	-0.632785193527	7.06692761963	-0.497701137248	-1.12297985015	-2.37742109238	-0.491745464661	7.07085484959	-0.282497009295	-0.707904270291	-1.80486072363	-0.432852652838	7.07065595054	-0.141421356237	-1.40584257763	nan	-1.18298061505	-0.683070759301	-1.3299608904	-0.549929816522	7.07105037563	-0.678323447469	-0.281943263376	-2.49245082092	-1.60073992939	-1.85458632742	-0.996893617201	-0.541390292004	-0.468635600975	-0.334103030328	-0.676912951342	-0.410791918129	-0.141421356237	-0.548277575236	7.06539206179	-0.647624486665	-0.311085508419	7.07106301092	-2.19612473018	-0.669438681395	-1.17489200874	-0.690430963424	-0.345705358827	-1.23138092094	-0.965146024866	-0.341743063087	-1.33809927834	-0.556793864241	-0.25	-0.25	-0.60412209333	-0.21661214443	-0.492805380305	-0.291729982996	-0.36514837167	-0.20203050891	-0.295312211609	-0.422158526838	-0.141421356237	-0.497701137248	-0.141421356237	nan	nan	-0.730754229327	-1.12045863844	-0.37306200253	-1.39953986913	-0.410791918129	-0.946064841999	-0.191273013919	-0.20203050891	6.99976679474	-0.544627219379	-0.141421356237	-0.234888087806	-0.441941738242	-0.481738536022	-0.141421356237	-0.141421356237	-1.02033355922	-0.20203050891	-0.416239289827	nan	-0.20203050891	-0.25	-0.141421356237	nan	-0.141421356237	-0.291729982996	nan	nan	-0.329690236698	-0.141421356237	nan	7.0704711166	-0.141421356237	-0.141421356237	nan	7.07106781187	nan	7.07106781187	nan	nan	nan	nan	nan	nan	nan	7.05475684986	nan	nan	nan	nan
