0	GO:0031109	microtubule polymerization or depolymerization	P	6	4	6	1.0	3.0	1.0	351.75	351.75	351.75
1	GO:0050832	defense response to fungus	P	417	381	2711	0.0374499240227	18.560843527	4.04350506782	43.687664042	43.687664042	43.687664042
2	GO:0051783	regulation of nuclear division	P	6	3	2	0.666666666667	1.66666666667	1.33333333333	551.0	551.0	551.0
3	GO:0051784	negative regulation of nuclear division	P	3	2	1	1.0	1.0	1.0	654.0	654.0	654.0
4	GO:0051788	response to misfolded protein	P	173	150	1380	0.123489932886	24.7679656988	2.67448246726	74.36	74.36	74.36
5	GO:0006598	polyamine catabolic process	P	61	47	73	0.0675300647549	4.20059101655	2.8606741573	159.765957447	159.765957447	159.765957447
6	GO:0006596	polyamine biosynthetic process	P	12	2	1	1.0	1.0	1.0	1268.5	1268.5	1268.5
7	GO:0006595	polyamine metabolic process	P	71	52	76	0.0573152337858	3.91207264957	3.0	164.192307692	164.192307692	164.192307692
8	GO:0046658	anchored to plasma membrane	C	50	40	124	0.158974358974	7.80433957791	3.37435897436	169.025	169.025	169.025
9	GO:0050789	regulation of biological process	P	3171	3161	107272	0.0214785418811	89.7333600262	3.25618995751	6.34735843088	6.34735843088	6.34735843088
10	GO:0005719	nuclear euchromatin	C	6	3	2	0.666666666667	1.66666666667	1.33333333333	487.666666667	487.666666667	487.666666667
11	GO:0022884	macromolecule transmembrane transporter activity	M	37	27	49	0.139601139601	4.0848324515	2.81714285714	236.259259259	236.259259259	236.259259259
12	GO:0007623	circadian rhythm	P	104	67	102	0.0461329715061	4.11352167733	3.33104125737	156.940298507	156.940298507	156.940298507
13	GO:0006629	lipid metabolic process	P	1315	1296	27496	0.0327660994328	55.1594297992	3.62761094884	14.962962963	14.962962963	14.962962963
14	GO:0006625	protein targeting to peroxisome	P	105	80	160	0.0506329113924	5.22150897713	4.08659323965	130.6625	130.6625	130.6625
15	GO:0006626	protein targeting to mitochondrion	P	96	78	499	0.166167166167	16.9768102182	2.67169414241	84.1666666667	84.1666666667	84.1666666667
16	GO:0006623	protein targeting to vacuole	P	128	107	288	0.0507846940575	7.04271289458	3.24906693207	113.028037383	113.028037383	113.028037383
17	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	P	4	2	1	1.0	1.0	1.0	422.5	422.5	422.5
