0	GO:0050832	defense response to fungus	P	417	133	165	0.0179995443153	19.0098820816	2.23217247098	60.8	32.328	35.5112781955
1	GO:0006598	polyamine catabolic process	P	61	7	6	0.285714285714	5.28571428571	1.0	481.0	129.666666667	172.857142857
2	GO:0006595	polyamine metabolic process	P	71	7	6	0.285714285714	5.28571428571	1.0	526.0	129.666666667	179.285714286
3	GO:0050789	regulation of biological process	P	3171	2947	17912	0.00387935214819	69.8968289168	3.82825627721	2.63031914894	6.26876928351	6.23074312861
4	GO:0007623	circadian rhythm	P	104	27	25	0.0655270655271	3.34193121693	1.34210526316	49.6666666667	207.894736842	161.62962963
5	GO:0006629	lipid metabolic process	P	1315	331	354	0.00646342579877	18.7061327519	1.08997429306	37.7307692308	16.6482084691	17.6344410876
6	GO:0006625	protein targeting to peroxisome	P	105	2	1	1.0	1.0	1.0	634.0	962.0	768.0
7	GO:0006623	protein targeting to vacuole	P	128	4	3	0.5	2.5	1.0	678.0	43.6666666667	201.75
8	GO:0006974	response to DNA damage stimulus	P	245	48	40	0.0354609929078	6.66873346561	1.0	78.3636363636	62.2432432432	63.8125
9	GO:0006970	response to osmotic stress	P	840	328	484	0.00868949056463	21.5945734003	3.32802340702	22.0	24.6710526316	24.6798780488
10	GO:0006972	hyperosmotic response	P	289	59	66	0.0368205727645	7.3700890917	1.38613861386	58.0666666667	67.2448979592	67.5254237288
11	GO:0006979	response to oxidative stress	P	514	162	192	0.0144160723871	12.8382969483	1.87935034803	38.04	37.2323943662	36.8086419753
12	GO:0051276	chromosome organization	P	545	209	273	0.0122377622378	16.0592086767	1.60576923077	28.96875	32.128342246	31.7416267943
13	GO:0044712	single-organism catabolic process	P	363	37	30	0.0435435435435	4.33333333333	1.11764705882	100.888888889	74.0666666667	81.5405405405
14	GO:0044710	single-organism metabolic process	P	3180	1847	3175	0.00184070563902	53.5718882482	3.37749429458	12.6794871795	6.15457063712	6.24309691391
15	GO:0044711	single-organism biosynthetic process	P	1460	504	675	0.00525418915081	23.0931219508	1.98513931889	25.6842105263	13.8682008368	14.4444444444
16	GO:0033043	regulation of organelle organization	P	243	28	22	0.0582010582011	2.39285714286	1.0	82.2	143.277777778	117.571428571
