0	GO:0050832	defense response to fungus	P	328	37	34	0.0495495495495	4.73484848485	1.0	19.4615384615	28.9230769231	25.7027027027
1	GO:0007623	circadian rhythm	P	132	17	20	0.110294117647	3.35910364146	2.19047619048	14.5555555556	56.2142857143	51.7647058824
2	GO:0006629	lipid metabolic process	P	1654	111	109	0.0178542178542	14.8307896131	1.0	21.95	9.51648351648	11.3693693694
3	GO:0006974	response to DNA damage stimulus	P	312	4	3	0.5	2.5	1.0	100.0	60.6666666667	66.75
4	GO:0006970	response to osmotic stress	P	784	105	121	0.020695970696	6.10558578987	1.7213740458	10.2857142857	19.962962963	17.8285714286
5	GO:0006972	hyperosmotic response	P	241	15	11	0.0952380952381	1.97777777778	1.15384615385	21.25	83.8888888889	58.0666666667
6	GO:0006979	response to oxidative stress	P	593	45	43	0.0434343434343	6.64364672365	1.0	35.3333333333	19.0277777778	21.2888888889
7	GO:0051276	chromosome organization	P	686	35	32	0.053781512605	25.8571428571	1.0	57.6666666667	12.375	15.4285714286
8	GO:0044712	single-organism catabolic process	P	426	4	2	0.333333333333	1.0	1.0	116.0	106.5	108.5
9	GO:0044710	single-organism metabolic process	P	4559	878	1668	0.00420256465534	65.4152412121	2.59218380448	5.78846153846	2.93006134969	3.23804100228
10	GO:0044711	single-organism biosynthetic process	P	1681	342	480	0.0080602287733	42.3554351867	1.55543595264	8.94444444444	6.36633663366	6.7485380117
11	GO:0006364	rRNA processing	P	251	2	1	1.0	1.0	1.0	158.0	172.0	159.5
12	GO:0042545	cell wall modification	P	378	20	16	0.0842105263158	4.71111111111	1.0	37.0	29.6428571429	30.65
13	GO:0042542	response to hydrogen peroxide	P	258	6	4	0.266666666667	1.5	1.0	62.6666666667	100.0	77.8333333333
14	GO:0009814	defense response, incompatible interaction	P	520	85	124	0.033893557423	11.2922742835	1.27848101266	11.4	21.9538461538	19.1764705882
15	GO:0009056	catabolic process	P	1989	95	85	0.0190369540873	8.25954887218	1.0	25.5555555556	8.77922077922	11.5894736842
16	GO:0009507	chloroplast	C	3383	74	63	0.0233246945576	25.8918918919	1.0	48.9090909091	4.92063492063	11.1621621622
17	GO:0048731	system development	P	2432	600	1103	0.00582637729549	24.1397482506	3.09607072692	3.61971830986	6.61950286807	6.245
18	GO:0010106	cellular response to iron ion starvation	P	112	11	15	0.272727272727	3.66060606061	1.0	35.0	106.285714286	77.7272727273
19	GO:0010101	post-embryonic root morphogenesis	P	39	2	2	1.0	2.0	1.0	21.5	122.0	132.0
20	GO:1901362	organic cyclic compound biosynthetic process	P	1640	262	383	0.0109677985435	41.5932641992	1.59431524548	14.0909090909	6.47916666667	7.40076335878
21	GO:1901360	organic cyclic compound metabolic process	P	3635	572	877	0.00526006392907	61.9203410537	2.43136593592	9.89285714286	3.94814814815	4.45454545455
22	GO:0015711	organic anion transport	P	290	13	10	0.128205128205	2.82692307692	1.0	44.75	33.1111111111	35.3846153846
23	GO:0043436	oxoacid metabolic process	P	1837	227	279	0.0105648902577	16.4514997994	1.67111853088	10.4418604651	6.80102040816	7.48017621145
24	GO:0019953	sexual reproduction	P	230	6	3	0.2	1.0	1.0	39.6666666667	64.6666666667	50.8333333333
25	GO:0008270	zinc ion binding	M	1238	146	167	0.0141709966934	7.06851922398	1.87943262411	7.03846153846	22.1525423729	19.2808219178
26	GO:0003676	nucleic acid binding	M	2645	718	2263	0.00675982797403	13.6699041023	5.81666607542	1.2243902439	9.44	8.08077994429
27	GO:0003677	DNA binding	M	1647	421	1245	0.00901481732836	11.3801800309	5.98830267584	1.34810126582	14.9890410959	13.1733966746
28	GO:0042435	indole-containing compound biosynthetic process	P	125	5	3	0.3	1.4	1.0	74.0	159.0	117.8
29	GO:0005730	nucleolus	C	274	5	3	0.3	1.4	1.0	70.5	88.3333333333	76.6
30	GO:0005739	mitochondrion	C	2434	13	12	0.153846153846	11.1538461538	1.0	451.0	21.4166666667	53.6923076923
31	GO:0006644	phospholipid metabolic process	P	449	10	8	0.177777777778	5.2	1.0	104.0	20.0	36.0
32	GO:0045010	actin nucleation	P	97	2	1	1.0	1.0	1.0	99.0	352.0	207.5
33	GO:0009694	jasmonic acid metabolic process	P	153	19	21	0.111111111111	4.42046783626	1.44444444444	18.0	40.7692307692	34.5263157895
34	GO:0035639	purine ribonucleoside triphosphate binding	M	2057	21	19	0.0904761904762	9.14652014652	1.0	148.333333333	7.72222222222	27.3333333333
35	GO:0006342	chromatin silencing	P	234	18	17	0.111111111111	16.1111111111	1.0	87.0	7.35294117647	11.5555555556
36	GO:0006346	methylation-dependent chromatin silencing	P	114	10	9	0.2	8.2	1.0	56.0	13.8888888889	17.7
37	GO:0009832	plant-type cell wall biogenesis	P	140	2	1	1.0	1.0	1.0	142.0	198.0	164.5
38	GO:0046283	anthocyanin-containing compound metabolic process	P	51	3	3	0.666666666667	2.55555555556	1.25	29.0	50.0	67.0
39	GO:0048532	anatomical structure arrangement	P	236	4	2	0.333333333333	1.0	1.0	56.5	140.5	93.5
40	GO:0048465	corolla development	P	109	12	11	0.151515151515	7.76666666667	1.42105263158	26.6666666667	26.2727272727	29.6666666667
41	GO:0009695	jasmonic acid biosynthetic process	P	130	15	16	0.133333333333	5.41481481481	1.44827586207	22.5714285714	43.6363636364	40.3333333333
42	GO:0009696	salicylic acid metabolic process	P	215	17	16	0.117647058824	2.39705882353	1.0	24.4285714286	46.3	35.3529411765
