0	GO:0050832	defense response to fungus	P	896	97	112	0.0231958762887	4.60872197676	1.32679738562	28.6129032258	31.9583333333	31.3917525773
1	GO:0006598	polyamine catabolic process	P	100	4	2	0.333333333333	1.0	1.0	133.0	189.0	159.25
2	GO:0006595	polyamine metabolic process	P	118	4	2	0.333333333333	1.0	1.0	153.5	189.0	169.5
3	GO:0007623	circadian rhythm	P	198	35	49	0.0621848739496	5.65833333333	1.6814159292	27.1111111111	129.233333333	117.8
4	GO:0006629	lipid metabolic process	P	2296	396	636	0.0080040915484	30.9574920213	2.19568489714	27.3555555556	10.0247252747	11.7247474747
5	GO:0006625	protein targeting to peroxisome	P	161	14	12	0.120879120879	2.2619047619	1.14285714286	66.0	87.0	85.7857142857
6	GO:0006623	protein targeting to vacuole	P	189	6	6	0.4	2.91666666667	1.0	228.5	98.75	137.333333333
7	GO:0000280	nuclear division	P	162	3	3	0.666666666667	2.55555555556	1.25	213.5	19.0	159.666666667
8	GO:0006974	response to DNA damage stimulus	P	418	32	36	0.0645161290323	4.07038690476	1.5671641791	57.0	72.5185185185	78.53125
9	GO:0006970	response to osmotic stress	P	1495	411	547	0.00617174054952	13.0946911594	3.04920100925	11.5151515152	17.7471264368	16.8564476886
10	GO:0006972	hyperosmotic response	P	552	60	46	0.0254237288136	3.59111111111	1.02127659574	35.5454545455	48.0	42.95
11	GO:0006979	response to oxidative stress	P	1179	189	197	0.0106382978723	7.82827689999	1.67952522255	22.1956521739	24.2012987013	23.8783068783
12	GO:0051276	chromosome organization	P	1008	219	292	0.0113945791965	9.9854037668	2.03851091142	17.3684210526	26.8817204301	25.8904109589
13	GO:0044712	single-organism catabolic process	P	674	81	86	0.0259259259259	8.62296688223	1.23214285714	59.6666666667	33.2714285714	37.8888888889
14	GO:0044711	single-organism biosynthetic process	P	2693	654	1029	0.00473467552721	30.1934259361	2.1602799067	13.0927835052	8.65404475043	9.16513761468
15	GO:0033043	regulation of organelle organization	P	470	24	17	0.0615942028986	1.80555555556	1.0	83.0	75.0	75.0
16	GO:0051667	establishment of plastid localization	P	148	3	2	0.666666666667	1.66666666667	1.0	335.0	163.5	215.0
17	GO:0006364	rRNA processing	P	334	6	4	0.266666666667	2.0	1.0	272.0	133.5	174.333333333
18	GO:0042545	cell wall modification	P	644	10	6	0.133333333333	1.4	1.0	201.0	91.8333333333	132.6
19	GO:0042542	response to hydrogen peroxide	P	524	27	19	0.048433048433	1.82098765432	1.13636363636	58.5833333333	65.5263157895	69.1481481481
20	GO:0009814	defense response, incompatible interaction	P	1219	199	244	0.0119283285112	8.55440857956	1.87598425197	20.0204081633	24.3875	23.3015075377
21	GO:0009812	flavonoid metabolic process	P	160	11	8	0.145454545455	2.15909090909	1.0	89.0	151.0	123.727272727
22	GO:0042402	cellular biogenic amine catabolic process	P	250	4	2	0.333333333333	1.0	1.0	248.0	189.0	216.75
23	GO:0070887	cellular response to chemical stimulus	P	2418	908	1706	0.00388801732973	14.2916570598	5.65301204819	5.95260663507	11.4729064039	10.9966960352
24	GO:0048731	system development	P	3916	1740	4043	0.00255662852875	28.0786621232	5.21017797744	4.39297124601	6.95189873418	6.7091954023
25	GO:0009108	coenzyme biosynthetic process	P	200	13	16	0.205128205128	7.64102564103	1.0	213.0	76.6363636364	93.7692307692
26	GO:0010106	cellular response to iron ion starvation	P	184	3	2	0.666666666667	1.66666666667	1.0	189.5	729.0	358.0
27	GO:0009106	lipoate metabolic process	P	79	6	6	0.4	2.91666666667	1.0	123.5	210.75	173.333333333
28	GO:0009100	glycoprotein metabolic process	P	464	51	49	0.0360784313725	3.53954248366	1.20967741935	45.4375	43.3658536585	46.6274509804
29	GO:0009101	glycoprotein biosynthetic process	P	459	51	49	0.0360784313725	3.53954248366	1.20967741935	45.375	43.3658536585	46.6078431373
30	GO:0018377	protein myristoylation	P	243	3	2	0.666666666667	1.66666666667	1.0	508.0	68.5	210.333333333
31	GO:0032922	circadian regulation of gene expression	P	6	2	2	1.0	2.0	1.0	27.5	490.0	493.5
32	GO:1901362	organic cyclic compound biosynthetic process	P	2513	489	680	0.00564048409266	24.4620969544	1.32546201232	20.125	9.40503432494	10.5398773006
33	GO:1901361	organic cyclic compound catabolic process	P	681	58	60	0.0356926799758	7.90295566502	1.04761904762	76.25	32.8333333333	41.275862069
34	GO:0015711	organic anion transport	P	707	29	26	0.064039408867	5.40328407225	1.0	134.5	43.3913043478	59.6206896552
35	GO:0043436	oxoacid metabolic process	P	2810	719	1215	0.00460636678147	34.4075248023	2.0507713885	13.5625	8.39117199391	8.98052851182
36	GO:0016197	endosomal transport	P	55	3	2	0.666666666667	1.66666666667	1.0	95.5	395.0	186.0
37	GO:0019953	sexual reproduction	P	340	24	19	0.0652173913043	4.75833333333	1.2962962963	67.375	82.7222222222	80.8333333333
38	GO:0016192	vesicle-mediated transport	P	1010	56	62	0.0396103896104	6.05535327767	1.19480519481	81.4166666667	26.8913043478	37.9107142857
39	GO:0071103	DNA conformation change	P	95	11	12	0.181818181818	3.10909090909	1.5	55.0	149.0	138.727272727
40	GO:0042393	histone binding	M	37	2	1	1.0	1.0	1.0	149.0	50.0	98.5
41	GO:0042398	cellular modified amino acid biosynthetic process	P	129	4	2	0.333333333333	1.0	1.0	155.5	189.0	170.5
42	GO:0003676	nucleic acid binding	M	2641	1641	6147	0.00377000936371	19.0503854522	5.30553693242	1.83592644979	10.4903010033	9.73126142596
43	GO:0003677	DNA binding	M	1646	945	3183	0.00514976235315	13.6213935049	5.46735711136	1.99827288428	17.7240977881	16.3026455026
