0	GO:0050832	defense response to fungus	P	328	233	2744	0.101524345124	34.1673998126	2.77195580818	13.4120171674	13.4120171674	13.4120171674
1	GO:0051783	regulation of nuclear division	P	9	2	1	1.0	1.0	1.0	80.0	80.0	80.0
2	GO:0051784	negative regulation of nuclear division	P	5	2	1	1.0	1.0	1.0	79.0	79.0	79.0
3	GO:0051788	response to misfolded protein	P	182	28	24	0.0634920634921	2.15476190476	1.52380952381	26.8571428571	26.8571428571	26.8571428571
4	GO:0006598	polyamine catabolic process	P	38	21	31	0.147619047619	3.70476190476	2.82307692308	32.0476190476	32.0476190476	32.0476190476
5	GO:0006595	polyamine metabolic process	P	54	22	32	0.138528138528	3.57045454545	3.02739726027	32.0454545455	32.0454545455	32.0454545455
6	GO:0046658	anchored to plasma membrane	C	63	23	38	0.150197628458	4.1450310559	2.73056994819	70.0434782609	70.0434782609	70.0434782609
7	GO:0022884	macromolecule transmembrane transporter activity	M	59	11	9	0.163636363636	1.9696969697	1.46666666667	65.6363636364	65.6363636364	65.6363636364
8	GO:0007623	circadian rhythm	P	132	66	234	0.109090909091	9.4915271795	3.02633269107	19.803030303	19.803030303	19.803030303
9	GO:0006629	lipid metabolic process	P	1654	660	14438	0.0663907665425	61.9614955646	4.59798228946	7.51363636364	7.51363636364	7.51363636364
10	GO:0006625	protein targeting to peroxisome	P	95	5	3	0.3	1.4	1.25	32.2	32.2	32.2
11	GO:0006626	protein targeting to mitochondrion	P	102	46	92	0.0888888888889	7.08685553577	2.63009845288	5.73913043478	5.73913043478	5.73913043478
12	GO:0006623	protein targeting to vacuole	P	114	19	12	0.0701754385965	1.42105263158	1.47368421053	20.7894736842	20.7894736842	20.7894736842
13	GO:0008361	regulation of cell size	P	52	31	69	0.148387096774	6.3426161652	2.59580052493	40.2258064516	40.2258064516	40.2258064516
14	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	P	3	2	1	1.0	1.0	1.0	91.0	91.0	91.0
15	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	P	3	2	1	1.0	1.0	1.0	91.0	91.0	91.0
